Data,Polaridade,Paul Ekman,Tweets Limpos
2/7/2021,negativo,raiva,Ainda pouco falta ar  febre durante Ãltimas horas Boa tentativa comunoglobalis httpstcoc0oEv3IP2a
2/7/2021,neutro,neutro,Boa  morrendo frio cpa Ã febre
2/7/2021,neutro,tristeza,C febre triste‚
2/7/2021,positivo,neutro,Coronalovers eso cheios amor dar vocÃ âapenasâx9d febre cefaleia dores corpo anosmiaâ httpstcotoTTeDqWGR
2/7/2021,neutro,neutro,febre querendo dormir
2/7/2021,positivo,felicidade,febre menos  Ã hipotermia
2/7/2021,neutro,medo,acordei febre vo morrer
2/7/2021,negativo,medo,ando o doendo nada a febre xadnJuro  queria descobrir estuda favor
2/7/2021,neutro,neutro,to morrendo frio sera q Ã febre
2/7/2021,negativo,raiva,Febre  faltava
2/7/2021,negativo,tristeza,febre insistente ’
2/7/2021,neutro,neutro,febre cara inchada olho vermelho dor  dor membros inferiores enjoo gengiva sangrando es httpstcojQEjEHx84a
2/7/2021,neutro,neutro,Hoje   existindo deitada febre dor sono
2/7/2021,neutro,neutro,dia pesquisando Google temperatura humano saber febre
2/7/2021,neutro,neutro,Mentira ne  febre
2/7/2021,negativo,medo,Deus acho  febre
2/7/2021,neutro,neutro,pai  febreq  baixando dor pernas irmÃ fica mandando monte d sintoma perguntandoâ httpstcolTyswey2Mr
2/7/2021,negativo,tristeza,boca toda estourada causa febre slc
2/7/2021,neutro,neutro,febre passa nunca
2/7/2021,neutro,neutro,mÃe desceu correndo levar  hospital chegando lÃ fiquei esperando 3h ser atendido  elaâ httpstcoAjD8XBzwpv
2/7/2021,neutro,neutro,mood d hj c febre rinite atacada q lindo x8fu200¸x8f
2/7/2021,negativo,tristeza,n acredito q  ficando febre aaa
2/7/2021,positivo,felicidade,  febre menos amÃm
2/7/2021,neutro,neutro,ontem enquanto alma queimava febre ver vÃxaddeo youtube tentar distrair vÃxaddeo literalmen httpstcoCnbsbaei1o
2/7/2021,negativo,tristeza,Ontem tio abriu bo conta descaso samu ligaram umas 3x perguntando precisava deâ httpstcouRnBL8aeaE
2/7/2021,neutro,neutro,ontem morador rua pediu chamar ambulÃncia outra mulher deitada praÃa febâ httpstcob6gvftq2uC
2/7/2021,neutro,neutro,Pensando aqui HÃ 1 Semana atrÃs passando mto mal febre 3 300 mil coisas postei algumas coisas noâ httpstcox47JfSu22N
2/7/2021,negativo,felicidade,Pior ainda  to 100  ainda ta dolorida to frio felizmente  to febre
2/7/2021,neutro,medo,favor  febre novo
2/7/2021,neutro,neutro,vocÃ passa mal sabe motivo causa blz agora desde sexta febre frio absurdo nada realmente  noÃÃo
2/7/2021,neutro,neutro,Quarta feirarei tava febre o fodida quase convulsionando falta ar tio ligou  samu â httpstcosNJTSILb1G
2/7/2021,negativo,tristeza,to passando mal abeÃa garganta fechada dor corpo cheia febre  olho bebendo cervejinha desisto x8fu200¸x8f
2/7/2021,negativo,tristeza,VÃ matheus queimando febre assim parte 
2/7/2021,neutro,tristeza,Viria ta toda molinha tava a febre
2/7/2021,negativo,neutro,post ai n obrigado vacinar nao Ã ditadura nnA reaÃÃo coronavirus paralisia infantil feâ httpstcoqJRy8Q9aGT
2/7/2021,positivo,felicidade,melhor sensação qdo vão costela falta todo ar mundo kkkk Lembra vc Junin… httpstcoCWHdEwKFiX
2/7/2021,negativo,neutro,disse vez consigo malhar máscara sufoca sinto falta ar respondendo sua… httpstcoS3WvltTDlN
2/7/2021,neutro,neutro,falta noção deixando ar
2/7/2021,neutro,medo,falta ar thalia faça algo
2/7/2021,negativo,tristeza,tava exatamente assim começo semana tava conseguindo assistir pq sentia falta ar vontade chorar
2/7/2021,neutro,tristeza,tadinho ate falta ar vendo
2/7/2021,neutro,medo,Vc q tomar cuidado oq posta exemplo quase morri falta ar
2/7/2021,neutro,neutro,tio tá fumando 🤠nnjá  falta ar
2/7/2021,positivo,neutro,Oi Souda amo tá — olá bem pouco falta ar deve ser nada… httpstco01HAW1fbp9
2/7/2021,negativo,raiva,o dizendo o tá lotação máxima estádio causa pandemiann nnCORTA  ESTÁDIO LOTADO PELAMOR FALTA AR
2/7/2021,neutro,felicidade,REMEDIO PODE CAUSARnOBESIDADEnDEPRESOnDIFICULDADE DORMIRnFALTA AR KKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKK
2/7/2021,neutro,neutro,Ontem crise rinite HJ amanheci dor falta ar nCerteza q Corona hospital só… httpstcoRuLMvQzTC9
2/7/2021,neutro,neutro,sempre opção esperar sentir falta ar curar ajuda médic… httpstcodeMtWF5sn9
2/7/2021,neutro,neutro,falta ar
2/7/2021,neutro,medo,falta ar sentido tá surreal Socorro
2/7/2021,negativo,neutro,acho legal q falta ar literalmente todo dia mãe quer mandar escola😁😁e ainda asmaaaaaaaa ai delicia
2/7/2021,negativo,neutro,caralho menó td dia falta ar n sei ansiedade sedentarismo peguei covid
2/7/2021,neutro,neutro,desde quinta  sensação estranha abafamento ando lado  outro fico mal falta ar e… httpstcoOj4DC9NUHm
2/7/2021,neutro,medo,nada comecei sentir falta ar veio ai
2/7/2021,neutro,surpresa,nada fico falta ar issooo
2/7/2021,neutro,surpresa,indo hospital falta ar médiconEno filha negócio falta ar quase morri… httpstcoTSB9MIEnyP
2/7/2021,neutro,neutro, falta ar
2/7/2021,neutro,neutro,Falta ar
2/7/2021,neutro,neutro,falta ar
2/7/2021,neutro,tristeza,Falta ar😩
2/7/2021,neutro,medo,coração tá acelerado to cm falta ar conseguir ficar quieta tudo voltar aula presencial amanhã socorro
2/7/2021,neutro,tristeza,falta ar voltou httpstcoFvpoEspYd9
2/7/2021,neutro,surpresa,chego fico falta ar
2/7/2021,negativo,tristeza,Orem mim sentido crises ansiedade falta ar palpitações Solio dores pulmão Após Gra… httpstcorJP9yvPV8s
2/7/2021,neutro,neutro,passei dia falta ar tá chegando hora
2/7/2021,negativo,tristeza,Pegar covid gravidez pior fase gravidez andar bombinha agora p cima p baixo um… httpstcoky8XhLnTrO
2/7/2021,negativo,tristeza,Psicológico merdaombro machucadofalta ardor cabeçaacho q n preciso nd
2/7/2021,negativo,tristeza,falta ar insuportável 😩
2/7/2021,neutro,neutro,saudades falta ar
2/7/2021,negativo,neutro,ta ruim p vcs imagine p mim q falta ar voltei casa correndona chuva cheguei pressao c… httpstcoY5cRFfekiG
2/7/2021,neutro,neutro,q COVID falta ar
2/7/2021,neutro,neutro, falta ar
2/7/2021,neutro,neutro, leve falta ar
2/7/2021,neutro,tristeza, sentindo preso peito falta ar parece vou morrer Preciso urgente tratar ansiedade
2/7/2021,neutro,neutro,Toda vez sinto coração acelerando sinto falta ar
2/7/2021,neutro,tristeza,falta ar crl😩
2/7/2021,neutro,neutro,vou hospital pq  falta ar  4 dias espero covid
2/7/2021,neutro,neutro,TRAD 070221 DAY6 Even Of Day VLIVE nn🐰 tossindo engasgadon🐶 cuidado tosse controverso… httpstcoDMoMFzqQ26
2/7/2021,neutro,neutro,due tosse ver
2/7/2021,neutro,neutro,Hahahah eita chegar perto tosse😂😂😂
2/7/2021,negativo,raiva,Pois engasgue crise tosse
2/7/2021,neutro,neutro,Cof cof cof cof cof cof nAí aí  tosse
2/7/2021,neutro,neutro,Amiga responder crise tosse veja lá
2/7/2021,neutro,neutro,tosse tbm
2/7/2021,positivo,neutro,64 anos idade BEM GRAÇAS DEUS ntive gripe forte Outubro CLARO IMEDIATAMENTE… httpstcoaclAfjbS1h
2/7/2021,neutro,neutro,tosse umas 5x antes chegar lá kkk
2/7/2021,neutro,neutro,fala tosse
2/7/2021,neutro,raiva,ódio sempre direcionado predsin dor pernas tosse
2/7/2021,neutro,neutro,estranho dia tosse brinca corre come toma água noite tosse começa
2/7/2021,neutro,neutro,Porque lá tomam medicamentos ha anos pois pessoa tosse febre ma… httpstcoFEXge3baRf
2/7/2021,neutro,neutro,Bom gripe bom tosse aucerola
2/7/2021,neutro,neutro,otimo dnv tosse alérgica
2/7/2021,neutro,felicidade,Lembrando agora ataque tosse todos q quarto kkkkk
2/7/2021,neutro,neutro,Perder olfato paladar febre baixa talvez diarréia irritação garganta tosse
2/7/2021,neutro,neutro,Acordada tomar remédio tosse ir dormir
2/7/2021,neutro,neutro,domingou tosse voz
2/7/2021,neutro,neutro,finalizamos tosse restante covid
2/7/2021,neutro,neutro,Espero tosse nada 🙏🏼
2/7/2021,neutro,tristeza,tosse cachorro fiel passou final semana todinho cmg 🙅🏼u200d😷🤦🏼u200d
2/7/2021,negativo,tristeza,tosse tá matando 😣
2/7/2021,negativo,raiva,Inferno tosse
2/7/2021,negativo,tristeza,tosse passa nada
2/7/2021,neutro,surpresa,tosse parece idoso mano
2/7/2021,neutro,neutro,munhs tia dizendo q tosse parece cacjorro httpstcotjk9B8nVGB
2/7/2021,neutro,neutro,vizinho puta tosse acho eh sequela covid
2/7/2021,neutro,neutro,passando mal falta ar muita tosse
2/7/2021,negativo,raiva,q tosse caralho q  bicho garganta
2/7/2021,negativo,raiva,tosse desgraçada
2/7/2021,negativo,raiva,tosse caralho deve ser efeito saudade q  delekkkkkkkkkkk
2/7/2021,neutro,neutro,Saudade podia resolver tudo amoxicilina loratadina 😷 tosse ido embora dor garg… httpstco2Scx08EFMJ
2/7/2021,positivo,neutro,confirmar teste 1 COVID após tratamento tosse corticóides receitados M… httpstcoLeahIldNjp
2/7/2021,neutro,neutro, tosse mt feia 🙄 preocupante 😖
2/7/2021,negativo,tristeza, pó rabiola cansaço fudido sono eterno tosse cachorro
2/7/2021,neutro,medo,Tomei mel vitaminaC tosse passa  sai friagem Aí aí geiziane 😖
2/7/2021,negativo,raiva,Tosse chata 🙄
2/7/2021,negativo,raiva,tosse chata caralho abdômen tá doendo tanto tossir
2/7/2021,neutro,medo,Tosse seca dores corposem zoas TO MEDO estar Covid19
2/7/2021,neutro,medo,Tosse dor garganta espirrando dia todo dor cabeça corpo dúvida COVID 😣
2/7/2021,neutro,felicidade,fazer receita parar tosse engoli 1k açafrão KKKKKKKKKKKKKK
2/8/2021,negativo,neutro,pensar ja falta ar
2/8/2021,neutro,neutro,q caiu caiu importa nesse momento importante vc lá q recomendo agora é… httpstcoOmJpDmdHD3
2/8/2021,negativo,medo,30 min primeiro dia aula ensino médio vejo gente idade tanto tempo imaginar um… httpstco3YjwuIKbpU
2/8/2021,neutro,neutro,Defender fique casa ter falta ar eno
2/8/2021,neutro,neutro,pediu FICAR CASA SENTIR FALTA AR
2/8/2021,negativo,neutro,Nunca vou esquecer conselho desse ex ministro cure médico sentir falt… httpstcokBy475Q0QQ
2/8/2021,negativo,tristeza,asmático últimas semanas precisei passar horas máscara dias acima… httpstcofAjJ1iFWzp
2/8/2021,negativo,tristeza,pior coisa existe vida ter doença respiratória crônica ta tudo atacado consigo subir… httpstcow8NIUtOfFc
2/8/2021,neutro,neutro,Acordei falta ar cbls vou fica doente causa desse tempoU0001f92c
2/8/2021,neutro,neutro,dia emergência 🏥 vavelmente crise ansiedade nada comve ansieda… httpstcohj6XiGLfim
2/8/2021,negativo,raiva,Final gravidez horrível falta ar caralho hora dessaaaaaaa
2/8/2021,negativo,medo,Lembro q vez pesadelo q morri ataque cardíaco umas falta ar  aperto no… httpstcoDhhOruMz42
2/8/2021,neutro,neutro,falta ar muita dor cabeçann oq fazer
2/8/2021,neutro,neutro,Acordei falta ar talo mds
2/8/2021,neutro,tristeza,Acordei dor o forte peito muita falta ar achei ia morrer😥😭
2/8/2021,neutro,neutro,Acordei maior falta ar
2/8/2021,neutro,neutro,Bom dia falta ar U0001f974nSegundou
2/8/2021,neutro,felicidade,Cansada destruída Thomaz dormiu noite inteira tossir falta ar 🙏🏽
2/8/2021,neutro,neutro,caraio médico q sempre desmarca consulta   aq morrendo falta ar ✨sem bombinha✨
2/8/2021,neutro,raiva,muita falta ar🤦 httpstco2uZJyfLiBi
2/8/2021,neutro,neutro,conseguir dormir 330 acordar 450 falta ar U0001f973
2/8/2021,neutro,neutro,nada puta falta ar
2/8/2021,neutro,neutro,doendo tanto ta dando falta ar
2/8/2021,neutro,neutro,enfim falta ar todo dia bix
2/8/2021,neutro,neutro,falta ar
2/8/2021,negativo,neutro,odeio ter falta ar nao conseguir controlar
2/8/2021,neutro,neutro,Falta ar check ✅😐
2/8/2021,neutro,neutro,falta ar madrugada pq vc persegue
2/8/2021,neutro,raiva,falta ar caralho
2/8/2021,negativo,raiva,falta ar crl vai fudeeee maluco
2/8/2021,negativo,raiva,Falta ar crl
2/8/2021,neutro,surpresa,Falta ar nada Ainda bem  suave nada Pensa trem estranho moço
2/8/2021,negativo,raiva,Falta ar filha puta dorme assim
2/8/2021,neutro,neutro,Falta ar kkkkk
2/8/2021,negativo,raiva,Falta ar q to sentindo tá foda caralho
2/8/2021,neutro,neutro,Falta ar tá tendo
2/8/2021,neutro,neutro,Falta ar
2/8/2021,neutro,neutro,falta ar
2/8/2021,neutro,neutro,Falta ar😰
2/8/2021,neutro,neutro,acordei falta ar mal BOM DIA GV
2/8/2021,negativo,neutro,Junta pensamentos falta ar  quase explodindo 🤦🏾u200d♂️
2/8/2021,neutro,tristeza,Massa conseguir dormir pq c falta ar
2/8/2021,negativo,medo,Deus falta ar sensação horrível vsf imaginar chego tremer
2/8/2021,negativo,tristeza,peito dói falta ar desespero vontade chorar sei lá viu
2/8/2021,neutro,neutro,Mó falta ar
2/8/2021,neutro,neutro,morrendo falta ar bela noite
2/8/2021,neutro,neutro,nessas quase 4h desenhando total nenhuma falta ar diagnóstico 👀nnhahaha pessoa… httpstco2lnnWxOZAJ
2/8/2021,negativo,tristeza,noite péssima pensei ia morrer d falta ar😣😣😟
2/8/2021,negativo,raiva,agora todo dia falta ar caralho
2/8/2021,negativo,neutro,peito doi falta ar consome corpo inteiro parece vai entrar combuso menos sei fo… httpstcoh8TkDB5XxV
2/8/2021,negativo,tristeza,passo tempo falta ar respirando normal vejo hora cansar desistir
2/8/2021,negativo,tristeza,Q falta ar constante Deus
2/8/2021,negativo,raiva,q falta ar crl sempre desespero qodio
2/8/2021,neutro,raiva,Q ótimo acordei 251 manhã  agora sofrendo falta ar vai tomar cu
2/8/2021,neutro,raiva,falta ar caralho
2/8/2021,neutro,neutro,falta ar mds
2/8/2021,negativo,tristeza,falta ar deus vou m
2/8/2021,neutro,tristeza,falta ar q 😓
2/8/2021,neutro,neutro,avisaram hj q mudei sala acabei vindo escola to falta ar ainda cima mãe… httpstcori9g0yzAmf
2/8/2021,negativo,tristeza,to falta ar aula ainda começou dwuss
2/8/2021,neutro,raiva, passando mal falta ar inferno
2/8/2021,neutro,neutro,Toda vez acontece alguma coisa interfere demais sono vamos começar ficar falta ar mei… httpstcoJI4wE5JjyG
2/8/2021,negativo,raiva,tudo aq falta ar dor cabeça insuportávelnto tentando acalmar coração sério to… httpstcoFT99v97s9h
2/8/2021,negativo,tristeza,dor desgraçada peito falta ar Bem vável ansiedade misturada tristeza porque assim q… httpstcoHrdez82k4Y
2/8/2021,neutro,neutro,falta armdss
2/8/2021,neutro,neutro,tosse Ã lenda
2/8/2021,neutro,neutro,Hj fiz RTPCR resguardadotomando todos cuidados hÃ  diasdepois necessidade  httpstcouZsNXker1f
2/8/2021,neutro,neutro,instituiÃÃo olha vcs  vÃo pegar pacientes sintomas respirarios conta covid nPrimeiro pacienteâ httpstco9lfzQm75qR
2/8/2021,positivo,felicidade,Ainda bem tosse Alice diminuiu 
2/8/2021,positivo,neutro,falar mÃscaras hospitalares clipe nariz  nenhum blema Ãculos hâ httpstcoZY6r5XIQda
2/8/2021,neutro,neutro,chineses queiram convencer mundo vÃxadrus viaja saco camarÃo importado brasil  iâ httpstcoXhtwxUCB82
2/8/2021,neutro,neutro,bado tomei umas brejas pulei piscinahj muita tossevÃmitos calafriosDevo preocupar nPhttpstcoK8F3VRbTFh
2/8/2021,negativo,raiva,Tosse alÃrgica Ã saco cara
2/8/2021,neutro,neutro, esquecer vÃspera alarme falso tosse seca faringite mÃdico fica torre lâ httpstco8MCGw8qJIa
2/8/2021,neutro,neutro,AÃxad migo acho vou memo  febre novo  vÃrios sintomas esquisitos dor olhohttpstcoDnS8L1rjDT
2/8/2021,negativo,raiva,tosse desgraÃada
2/8/2021,negativo,raiva,tosse  ««
2/8/2021,neutro,surpresa,pooode  peguei ventinho madrugada porque dormi descoberta  aqui tosse asma falta ar
2/8/2021,neutro,neutro,Eno peguei covid tava tosse seca Apenas tosse seca AÃxad acho fazem garganta
2/8/2021,neutro,neutro,vizinho  corona gente sabe  morreu ainda pq tosse forte dia inteirOOO
2/8/2021,neutro,neutro,Dor costas quadril tosse segunda feira  bom
2/8/2021,negativo,raiva,pai Ã irresponvel total Maluco  hÃ dias tosse espirrando direto ainda  negando tomarâ httpstco4whjoMv
2/8/2021,neutro,neutro,mim garganta inflamada dor   coriza tosse
2/8/2021,neutro,neutro,Mds surto  nariz querendo entupir umas tosse estranha
2/8/2021,neutro,neutro, desconfiando agora confirmaÃÃo mÃdico sequelas COVID tosse fadigâ httpstcoHBPSznYf0t
2/8/2021,neutro,neutro,outro dia ouvi tosse tio zoei covid realmente  infectado
2/8/2021,neutro,neutro, tosse cachorro dermelivre
2/8/2021,neutro,neutro,tosse  estranha
2/8/2021,neutro,surpresa,Paciente tosse cachorro usando spray garganta consulta achando q vou atender gnt
2/8/2021,neutro,surpresa,consegui convencer doutora  fazer ressonÃncia agora Pasme exame tava saindo irregulaâ httpstcoVC4D0dXw42
2/8/2021,neutro,neutro,Tosse tbm  httpstcoAMluC78TfL
2/8/2021,positivo,felicidade,desde manhÃ tosse bom nÃ
2/8/2021,neutro,neutro,tosse
2/8/2021,neutro,neutro,paciente dor garganta dor  coriza mialgia astenia tosse dispneia fala âeu to issoâ httpstcoftKwKvzZOD
2/8/2021,neutro,neutro,Il medico mi ha chiesto di descrivergli le caterreristiche della mia tossetweet médico pediu descrever características tosse
2/8/2021,negativo,surpresa,Verdade o fazendo vacinas xarope tosse
2/8/2021,negativo,raiva,febre avisa conseguisse medir avisaria né saco
2/8/2021,neutro,felicidade,assim aparelho indicou mina tava febre medindo pulso imagine medido lugar certo kkkk
2/8/2021,positivo,felicidade,escola filha adeo alta turminha outro menino voltaram As… httpstcoaaWP5HTd8e
2/8/2021,negativo,raiva,nao posso sair chuva febre volta odio
2/8/2021,neutro,neutro,vimos ninguém caminhando epá cair morto coronga vimos Tampouco vimos pessoas hemorragias ol… httpstcoKIggrJsBya
2/8/2021,negativo,raiva,Sempre disse fica zanzando aí febre indo hospital Muita idiotice
2/8/2021,negativo,raiva,rinite ataca febre ódio
2/8/2021,neutro,neutro,tudo indica ta infecção intestinal grave tá diarreia muita febre
2/8/2021,neutro,neutro, febre to hipotermia mimo sistema imunológico obrigada
2/8/2021,neutro,felicidade,Fantástico Brenda Apenas porcentagem vacinados talvez sintam febre dor… httpstco6p2RZqKb0e
2/8/2021,neutro,neutro,febre falta ar Beto Preto ainda previo alta httpstcosTb78pH5GN httpstcofVxkgV2Crh
2/8/2021,neutro,neutro,pai mesma coisa tá febre dor garganta fadiga dei hidróxicloroquina… httpstcoRW1Fn0HAZF
2/8/2021,neutro,felicidade,Alice minoria vacinados caso sentirá febreou dor local aplicação incô… httpstcoRdd6ohxMA6
2/8/2021,neutro,neutro,sintomas com febre persistente 40 graus dores abdominais preso sanguínea baixa ma… httpstcoqYBY1WyU0G
2/8/2021,positivo,neutro,Ouvi rádio vacinação drivethru SP indo bem rápida quantidade carros fila enorme P… httpstcovtKHuCyQJC
2/8/2021,neutro,neutro, febre
2/8/2021,neutro,neutro,febre mta dor cabeça mta enxaqueca
2/8/2021,neutro,neutro,to sdds inverno to febre
2/8/2021,neutro,tristeza, começando ficar febre😟
2/8/2021,neutro,tristeza,to indo trabalhar dor febre😑😑
2/8/2021,negativo,raiva,to nesse inferno desde 08h30 manhã amor deus aguento dor febre
2/8/2021,negativo,neutro,hora febre
2/8/2021,neutro,neutro,normal partir 37 graus febre
2/8/2021,neutro,tristeza, muita dor costasfebre dor cabeça
2/8/2021,neutro,neutro,Cara vc ta bem deve ta febre
2/8/2021,neutro,neutro, dor cabeça começando ter febre
2/8/2021,neutro,tristeza,386 febre  aguentando namoral
2/8/2021,neutro,neutro,acho q  febre
2/8/2021,neutro,tristeza,Acho q  ficando febre ninguém merece🤦🏽u200d
2/8/2021,neutro,neutro,Acho ruim mim dei febre madrugada U0001f97a
2/8/2021,neutro,neutro,Acho to febre
2/8/2021,neutro,neutro,Acho  febre
2/8/2021,neutro,neutro,acordei febre 🤦🏻u200d
2/8/2021,neutro,raiva,Acordei febre tbm pqp
